1	4.159085
2	4.533284
3	4.804949
4	4.970449
5	5.091034
6	5.073781
7	5.185497
8	5.186470
9	5.247833
10	5.255154
11	5.270913
12	5.281850
13	5.271000
14	5.321740
15	5.335432
16	5.332489
17	5.334777
18	5.343218
19	5.347490
20	5.359847
21	5.342959
22	5.373652
23	5.377562
24	5.378415
25	5.263470
26	5.385636
27	5.357289
28	5.363182
29	5.114306
30	5.354185
31	5.346821
32	5.269609
